Title;Description;Origine;Type;Genres;Thèmes;Scénariste;Dessinateur
:REverSAL;Quartier de Gion, Kyoto. Voici le récit d'Ayame, une jeune maiko éprise de justice et folle de super héros. Entraînée par une vieille comptine, Ayame s'égare et se retrouve derrière le miroir, dans un Kyoto totalement inversé. Dans ce monde étrange, il n'y a qu'une seule règle qui prévaut : tuer ou être tué. Ayame parviendra-t-elle à retourner chez elle saine et sauve ? Une série mêlant horreur, action et mystères en 2 volumes !;Japon - 2012;Seinen;Action - Horreur - Science-fiction;;Karakara Kemuri;Karakara Kemuri
!;Un jour, Keita, un lycéen, ramasse un mystérieux téléphone portable dans la rue. Par pure curiosité, il jette un coup d'oeil aux images contenues dans les fichiers. Mais ce qu'il y trouve, c'est la photo du cadavre de son amie...;Japon - 2014;Seinen;Horreur - Mystère;Gore - Mort;Ninomiya Atsuto;Yokoyama Jin
!KHCHANGE!;!KHCHANGE! est un recueil d'histoires courtes centrées sur les différents personnages de la saga de visual novels Koihime†Musou.;Japon - 2016;Seinen;Comédie - Ecchi - Fantasy - Histoires courtes;;Sugiyama Yuki (mangaka);Sugiyama Yuki (mangaka)
...no Onna;"Recueil d'histoires qui suit le quotidien de quatre différentes jeunes filles.  1. La fille O  Une fille à qui un camarade de classe s'est confessé lui a déclaré ""commençons comme des amis"" malgré le fait qu'elle le trouve ennuyeux. Comment cette histoire va-t-elle finir?  2. La fille S  C'est l'histoire d'un garçon et d'une fille. Rei-chan (la fille) a toujours aimé le garçon populaire. Il la traite comme une esclave, mais elle l'ignore. Comment va-il réagir?  3. La fille dans la légende  Yamata Tanoko est intelligente mais pas très jolie. Quand un garçon populaire Nota Sakami lui demande de l'accompagner, elle se demande pourquoi. Y a-t-il une raison?  4. La fille négative  Chaque fois qu'elle est avec un garçon, Hinako ne lui apporte que de la malchance. Elle jure de ne plus jamais tomber amoureuse, mais rencontre par la suite le neveu du vendeur du magasin de fleurs!?";Japon - 2004;Shojo;Comédie - Drame - Histoires courtes - Romance - School Life;;Fujimura Mari;Fujimura Mari
.hack//4koma;.hack//4koma suit le format traditionnel du yonkama (format quatre cases) avec des rencontres entre les personnages des différents univers de la série. Principalement des parodies centrées sur les personnages principaux comme Kite, BlackRose, Helba etc., ainsi que les personnages du jeu vidéo comme Haseo, Atoli etc.;Japon - 2007;Shonen;Comédie - Fantasy - Science-fiction - Yonkoma;Jeux vidéo - Monde virtuel - Parodie;Sumimaru Koichi;Sumimaru Koichi
.Hack//Alcor;Nanase est secrètement amoureuse de Silabus qui n'a d'yeux que pour Yôkô, la grande championne de l'arène. Tandis qu'elle réfléchit sur sa situation, elle est attaquée par Bordeaux. Si Silabus vient à son secours, c'est finalement Yôkô qui les délivre de leur ennemi. Cet acte de courage est une nouvelle épreuve pour Nanase puisqu'elle doit maintenant la vie à sa rivale. Désespérée, elle ère dans The World quand elle apprend que Bordeaux à l'intention de tuer le capitaine de la Guilde Carnard, alias Silabus. Nanase doit le prévenir. Hélas, il est introuvable et Yôkô est elle aussi absente...;Japon - 2007;Shonen;Aventure - Fantastique;;Amou Kanami;Izumibara Rena
.Hack//G.U.+;"2017. Le jeu en ligne ""The World"" compte à présent plus de 12 millions de joueurs dans le monde entier. Le principe est toujours le même, mais les mentalités ont changées : à présent, certains joueurs se rassemblent en bandes pour s'en prendre à des joueurs plus faibles. Ils sont appelés PK (player killers). Au milieu de cette ambiance sombre, un mystérieux personnage apparaît : Tri-Edge. Ses victimes dans le jeu voient leurs données effacées et sont même affectés physiquement dans le monde réel. Haseo voit sous ses yeux son amie détruite par Tri-Edge et jure de devenir plus fort pour se venger...";Japon - 2005;Shonen;Aventure - Fantastique;Jeux - Monde virtuel;Hamazaki Tatsuya;Morita Yuzuka
.Hack//Le bracelet du crépuscule;"L'histoire se passe dans le monde informatique ""The World"", un jeu en ligne très populaire. Les jumeaux Kunisaki, Lena et Shûgo, gagnent à un concours organisé par les administrateurs de ""The World"" deux personnages du même design que Kite et Black Rose, les légendaires . hackers (dot hackers). Dès leur première connection, ils sont confrontés à des évènements étranges, et Shûgo se voit remettre par une mystérieuse jeune fille nommée Aura un bracelet magique, le Bracelet du Crépuscule. Au cours de leur aventure, ils rencontrent Xefi, une petite Intelligence Artificielle égarée qui dit être la fille d'Aura. Lena et Shûgo se lancent alors à la recherche de la maman de la petite fille perdue...";Japon - 2002;Shonen;Aventure - Fantastique;Jeux - Monde virtuel;Hamazaki Tatsuya;Izumi Rei (mangaka)
.hack//Link - Tasogare no Kishidan;Trois ans après l'arrêt des serveurs du MMORPG The World, la nouvelle version intitulée The World R:X va bientôt sortir ! Tokio Kuryuu, un jeune lycéen, est impatient d'y jouer mais à oublier de précommander le jeu. Par (mal)chance, sa camarade de classe Saika le transfère dans le jeu sans prévenir.  Bloqué dans The World, Tokio va devoir tout faire pour empêcher un mystérieux personnage de corrompre le jeu et mettre en danger le jeu même pas encore sorti !;Japon - 2007;Shonen;Action - Aventure - Comédie - Science-fiction;Autre monde - Jeux vidéo;Cyberconnect2;Kikuya Megane
.hack//Quantum+;Sakuya, Tobias et Mary sont trois amis jouant à la nouvelle version du célèbre MMORPG The World, mais ils ne se doutaient pas qu'en acceptant une quête somme toute banale, ils seraient amenaient à être impliqués dans des situations bien plus complexes que le simple MMO.;Japon - 2011;Shonen;Action - Aventure - Comédie - Mystère;;;Mitaka Nao
.Hack//XXXX;"Nous somme au XXIème siècle, dans un futur proche. Le jeu en ligne ""The World"" est devenu un véritable phénomène de mode. Mais pour Kite, un nouveau joueur, cet univers va se transformer en enfer dès sa première connexion, lorsque son ami Orca disparaît soudainement après qu'une jeune fille lui ait remis un étrange bracelet. Une fois de retour dans la réalité, Kite découvre qu'Orca est plongé dans le coma... Kite commence alors à parcourir ""The World"", muni du Bracelet du Crépuscule, dans le but de trouver le moyen de sauver Orca.";Japon - 2006;Shonen;Action - Aventure - Comédie - Drame - Science-fiction;Enquête - Jeux vidéo;Matsuyama Hiroshi;Kikuya Megane
"""Aishiteru"", Uso Dakedo.";"Recueil de plusieurs one-shot de Miko Mitsuki dont l'histoire principale est ""Aishiteru"", Uso Dakedo.  Beni déteste les garçons car pour elle, ils sont tous des menteurs, et refuse de tomber un jour amoureuse de l'un d'eux ! Elle les observe et note tout sur eux dans un cahier avec une cotation. Malheureusement, un jour, son cahier tombe entre les mains du ""playboy"" du lycée qui ne compte le lui rendre que si sa cote passe à 100/100...";Japon - 2012;Shojo;Romance - School Life;Amour - Mensonges;Mitsuki Miko;Mitsuki Miko
"""Bungaku Shoujo"" to Shi ni Tagari no Pierrot";"Konoha Inoue est un jeune lycéen, ayant déjà écrit un roman sous un pseudonyme féminin : Miu Inoue. Contre toute attente, il devint un best-seller et Miu Inoue fut connue dans tout le Japon. Mais naturellement, personne ne sait qu'elle est en réalité un garçon... Seulement, sa vie devint dramatique à partir de ce jour et Konoha vécu des choses insurmontables, toujours enfouies au plus profond de son cœur.  L'année d'après, en entrant au lycée, il fit la rencontre de Tôko Amano, la ""fille littéraire""... qui aime manger, au premier degré, les livres et autres manuscrits. Celle-ci l'invita à rejoindre le Club de Littérature.  Voilà pourquoi, depuis ce jour, Konoha doit lui rédiger une petite histoire qu'elle appelle, son ""goûter"".  Seulement, il se trouve que le destin de Konoha sera également bouleversé par quelque chose de plus dramatique, sombre et inquiétant... Quelque chose ressemblant fortement à une certaine histoire d'un certain écrivain : ""Ningen Shikkaku"" de Dazai Osamu...";Japon - 2008;Shonen;Comédie - Drame - Mystère - Psychologique - Romance - School Life - Surnaturel - Tragique;Ecole - Littérature - Paranormal - Yōkai;Nomura Mizuki;Kosaka Rito
"""Kakure Bitch"" Yattemashita.";Hiromi Arai est une jeune femme dans l'air du temps, pleine de joie de vivre, qui, à cause de sa difficulté à s'engager avec les hommes, est souvent insultée et rabaissée par son entourage. C'est que Hiromi cache une facette de sa personnalité aux autres : elle fait croire qu'elle est une fille pure, mais en réalité, elle n'aime pas s'encombrer d'histoires trop compliquées ou qui l'emprisonneraient dans un schéma type qui ne lui correspond pas. Alors régulièrement, elle flirte avec plusieurs hommes en même temps, profitant simplement des plaisirs basiques d'une relation exclusivement charnelle.  Cependant, si elle a l'impression que ce mode de vie la rend heureuse et lui permet de combler son manque affectif, Hiromi n'a pas encore exploré qui elle est vraiment, et ces différentes expériences, ainsi que les divers avis de ses proches, vont la forger peu à peu.;Japon - 2016;Seinen;Drame - Mature - Romance - Slice of Life;Quotidien - Sexe - Société;Arai Piroyo;Arai Piroyo
"""Kimi wo Aisuru kiwanai"" to Itta Jiki Koushaku-sama ga Naze ka Dekiai Shite kimasu";"Elsa, fille d'un aristocrate déchu, reçoit une demande en mariage de Julius, un aristocrate d'élite. ""Pourquoi un homme si noble m'épouserait-il?"", Elsa est perplexe, mais après le mariage Julius, qui jusque-là avait été gentil et doux, changea ...";Japon - 2020;Shojo;Drame - Romance;;Misawa Kei;Mizuno Natsu
"""Kukuku....... Yatsu wa Shiten no no Naka demo Saijaku"" to Kaikosareta Ore, Naze ka Yuusha to Seijo no Shisho ni Naru";Capsodia, le scorpion de la mort, a été surnommé le « plus faible » et a été chassé de son poste de l'un des quatre monarques célestes de l'armée du seigneur démon. Il prévoyait de se cacher sur le territoire des humains jusqu'à ce que les choses s'apaisent un peu, mais il est devenu idolâtré par Pafimia, une héroïne aux oreilles d'animal, et Sharon, une sainte de la taille d'une pinte...;Japon - 2020;Shonen;Aventure - Comédie - Fantasy;Démons - Harem;Nobeno Masayuki;Yoshihashi Atsushi
"""Mi"" Seijuku";Chiaki, étudiante à l'université, décide de quitter la maison à cause de sa mauvaise relation avec sa belle-mère. Elle commence à travailler dans un club d'hôtesse pour gagner de l'argent. Un jour, elle retrouve son premier amour, Haya-kun au travail ...;Japon - 2016;Shojo;Drame - Romance - Slice of Life;Amour - Travail;Maria (mangaka);Maria (mangaka)
"""Mou ... Hatarakitakunaindesu"" Boukensha Nanka Yamete Yaru. Imasara, Taiguu wo Kaerukara to Onegai Sarete mo Okotowaridesu. Boku wa Zettai Hatarakimasen.";"Aix est un aventurier de rang E de 19 ans. Mage prodige dont la spécialisation est dans ""l'extension du durée d'effet.""  Aix a passé les cinq dernières années à travailler comme un esclave 24 heures sur 24 tout au long de la semaine. Quand il s'effondre d'épuisement et se réveille sur le pas de sa porte, il finit par se réconcilier avec lui-même. ""Je vais quitter ce travail!""  Après avoir quitté son travail d'aventurier, Aix a annoncé qu'il ne travaillerait plus. Les personnes qui avaient profité des avantages de la cause magique novice d'Aix, ont paniqué lorsqu'elles ont réalisé qu'il n'y avait personne pour le remplacer, mais il était trop tard. Il a souri et a refusé toutes les menaces et tentatives de le contraindre.  ""Je ne travaillerai plus !""";Japon - 2021;Seinen;Aventure - Fantasy;;;Murakami Meishi
"""Sensei, Oshiete.""";"""Sensei, Oshiete."" conte l'histoire de plusieurs étudiantes, toutes différentes, qui tombent chacune amoureuses de leur professeur, chacune gérant cette situation d'une manière différente.";Japon - 2012;Shojo;Histoires courtes - Romance;Amour - Ecole;Hisawa Yumi;Hisawa Yumi
"""Shinu kurai nara Kaisha Yamereba"" ga dekinai Wake";"""Shinu kurai nara Kaisha Yamereba"" ga dekinai Wake (« Quitter votre boulot avant qu'il ne vous tue ») est un manga publié à la base sur Twitter puis édité en tome relié aux éditions Asa Shuppan, réalisé par Kona Shiomachi. Celui-ci dénonce un phénomène qui prend de l'ampleur au Japon, le karoshi, littéralement « mort par surmenage » (au travail).  Le manga a été réalisé sous la supervision de Yu Yuki, psychiatre.";Japon - 2017;Seinen;Drame - Psychologique - Slice of Life;Mort - Société - Travail;Shiomachi Kona;Shiomachi Kona
"""Tarte Tatin"" no Kataomoi";Ce que j'aime le plus au monde, c'est préparer des gâteaux pour mes proches. J'espère un jour pouvoir concevoir le meilleur gâteau au monde ! C'est dans cette optique que j'ai déniché un emploi à temps partiel qui me permet d'exercer ma passion. Mais je ne m'attendais absolument pas à y trouver l'amour...;Japon - 1991;Shojo;;Amour - Gastronomie;Morisawa Narimi;Morisawa Narimi
[Kyuubo] Suterareteta Dragon Hirotta [Kaikata];Tetsu est un lycéen tout à fait normal dont le seul bon point est sa ténacité. Un jour, il trouve un lézard qui se révèle être un dragon super rare !? Ne sachant pas comment élever son dragon, il se tourne vers Internet. Cependant, sa promenade avec son dragon super rare est un sujet tendance. Quel genre de bouleversements insensés cela apportera-t-il dans sa vie ...?;Japon - 2019;Shonen;Fantasy - Romance - School Life - Slice of Life;;Assamu Tee;Kitora Con
[Shinyaku] Mahou Shoujo Oriko Magica - Sadness Prayer;L'histoire se passe avant les événements du manga Mahô Shôjo oriko Magica.  Une nouvelle Puella Magi nommée Komaki Asako, accompagnée de deux amies, fait la rencontre d'Oriko Mikuni. Les deux filles se trouvent être dans la même école et vont peu à peu devenir amies.  Le passé entre Oriko et Kirika Kure est dévoilé et montre ainsi pourquoi les deux jeunes filles se sont alliées.;Japon - 2014;Seinen;Action - Drame - Tragique;Magical girl - Magie;Mura Kuroe;Mura Kuroe
[Shuufuku] Sukiru ga Bannou Chiito-ka Shitanode, Buki-ya demo Hirakou ka to Omoimasu;Suivez les aventures de Luke, un jeune aventurier qui a choisi de mettre ses compétences et ses talents au service de la réparation d'armes diverses et variées. Son hobby, mais également son gagne-pain : le crafting !;Japon - 2019;Seinen;Action - Aventure - Comédie - Fantasy - Isekai - Slice of Life;Autre monde - Magie;Hoshikawa Ginga;Eno Yukimi
@Ellie;Eriko Nishimura, surnommée Ellie sur internet, s'imagine une vie dans laquelle elle sort avec le garçon le plus populaire de son lycée. Elle poste tout cela sur son Twitter mais le garde secret. En effet, la demoiselle manque sérieusement d'attention vis-à-vis des garçons, quoiqu'il arrive. Alors qu'elle devait ramener un document au professeur Shiota, elle tombe sur une discussion entre lui et Ômi, un garçon relativement apprécié dans son école. Mais lorsqu'elle souhaite s'éclipser pour ne pas en entendre plus, elle renverse la porte de la salle et fait tomber son téléphone par la même occasion. Plus tard, Ômi la retrouve pour lui rendre son portable mais lui annonce qu'il est au courant de sa double vie et commence alors une étrange relation ! Mais si le jeune garçon apparaît froid et distant au premier abord, il va vite se rendre compte que la franchise et la maladresse d'Eriko ne le laisse pas indifférent !;Japon - 2015;Shojo;Comédie - Romance - School Life;Amitié - Amour - Ecole;Fujimomo;Fujimomo
/Blush-DC - Himitsu;Wataru Akiyoshi, étudiant pas très doué en cours, suit des cours du soir. Lors de l'un de ces cours, il flashe sur Ayane Iwashita, très bien classée aux différents contrôles. Il remarque, en l'observant, une tâche rouge sur son ongle, mais il ne s'agit pas de sang. Peut-être du vernis à ongles...?  Le soir, en rentrant d'une sortie entre amis, il croise Ayane qui ne le remarque pas. Il décide de la suivre et arrive dans un genre de maison close spécialisée dans le cosplay ! Pleins d'idées en tête, il continue son chemin dans les couloirs. Un homme l'embarque alors et lui demande laquelle de ses filles il choisira. Devant plusieurs photos, il reconnait et choisit sans attendre Ayane, qui débarque dans la pièce en tenue de basketteuse. Sans se poser de questions, la lycéenne fait son travail...;Japon - 2008;Seinen;Ecchi - Erotique - Mature - Romance - School Life;;Miyazaki Maya;Miyazaki Maya
&;"Une employée administrative dans un hôpital décide d'accomplir son rêve et de démarrer une activité professionnelle parallèle. Elle veut ouvrir un salon de manucure qui n'ouvre que le soir, pour les femmes actives qui veulent rester coquettes.  Mais se lancer comme indépendante n'est pas une mince affaire, surtout quand les autres, et surtout les hommes, tentent de vous décourager jugeant l'entreprise trop compliquée pour ""une petite femme inexpérimentée"". Pourtant, elle va s'accrocher et, petit à petit, trouver sa place dans ce monde fort différent de l'univers des employés de bureau.";Japon - 2010;Josei;Comédie - Drame - Romance - Slice of Life;;Okazaki Mari;Okazaki Mari
# Teal Blue no Hairo;Alice Otsuka mène une vie faite d'allers-retours entre l'école et le bachotage pour se préparer à l'avenir, tout en se sentant mal à l'aise dans sa vie de lycéenne pleine d'énergie. Cependant, ses notes finissent toujours en deuxième position. Un jour, Alice est témoin d'un secret entre l'énigmatique Kaneto et un beau garçon mystérieux nommé Rei. Dès lors, le quotidien d'Alice se transforme en un monde mystérieux qui se dévoile petit à petit !;Japon - 2020;Shojo;Comédie - Romance - School Life;;Kawai Apolo;Kawai Apolo
#000000 Ultra Black;Élevé dans une maison presque toute sa vie, Sanetora a été nourri de manière anonyme depuis aussi longtemps qu'il se souvienne. Lorsque son mystérieux bienfaiteur lui propose de l'accueillir, il est plus que ravi, c'est comme un rêve devenu réalité ! La personne qui l'attend dans sa future maison, cependant, est un jeune homme surprenant avec une langue acérée ! Kanae, le père adoptif de Sanetora, est un homme d'affaires qui dirige une entreprise, et n'est pas sans arrière-pensée : Sanetora se retrouve soudainement employé ! Comme si ce n'était pas assez déroutant... Il s'avère que l'entreprise n'est pas une entreprise ordinaire - elle s'occupe d'objets étranges qui peuvent transformer leurs propriétaires en monstres de la nature !!  Comment Sanetora va-t-il vivre sa nouvelle vie ?!;Japon - 2007;Josei;Action - Fantastique;;Kisaragi Yoshinori;Kisaragi Yoshinori
#140-ji no Romance;#140-ji no Romance est un recueil de plusieurs petites histoires courtes ayant toutes la romance comme thème principal.;Japon - 2017;Josei;Histoires courtes - Romance;;Yamashina Tina;Yamashina Tina
#Alphabet Chichi no, Omotetoura.;#Alphabet Chichi no, Omotetoura. est un recueil contenant à la fois diverses illustrations ainsi que des extraits de vie dessinés en manga.;Japon - 2018;Seinen;Drame - Histoires courtes - Slice of Life;;Yamashina Tina;Yamashina Tina
#B ga L suru 4 Page Anthology - Sono Toki Boku wa, Koi wo Shita!;#B ga L suru 4 Page Anthology - Sono Toki Boku wa, Koi wo Shita! est un recueil de nouvelles BL légères de 4 pages chacune sur le moment où un garçon tombe amoureux d'un autre garçon.;Japon - 2020;Anthologie;Comédie - Histoires courtes - Romance - School Life - Shônen-aï;Amour - Homosexualité;;
#Cooking Karine;"Karine, jeune collégienne passionnée par la cuisine, se lance dans un concours en ligne sur le site de vidéos ""NEW !"" afin de réaliser son rêve de toujours, ouvrir son propre restaurant. Avec l'aide de Shingo Tenma, le soi-disant bad boy de son collège, elle parvient petit à petit à grimper les échelons des Newtubeurs. Sans jamais baisser les bras, elle poursuit son objectif tout en faisant de son mieux pour apporter un peu de bonheur à ceux qu'elle croise sur son chemin grâce à ses délicieuses recettes !";Japon - 2018;Shojo;Romance - Slice of Life;;Nakae Mikayo;Nakae Mikayo
#DRCL midnight children;Basé sur le célèbre roman Dracula de Bram Stoker.  Dans un pays lointain de l'Est, il existe une créature qu'on ne remarque pas mais qui est pourtant bien là... Le Comte Dracula !;Japon - 2020;Seinen;Drame - Fantastique - Surnaturel;;Sakamoto Shinichi (mangaka);Sakamoto Shinichi (mangaka)
#Kanojotachi no Complex;"Suzuka Sakurai, 27 ans, est victime de harcèlement moral de la part de son petit ami apparemment parfait. Suzuka s'inquiète de son mariage imminent avec son petit ami, mais ses amis et même sa famille ne comprennent pas ses sentiments. Suzuka est coincée et se retrouve sur ""share !"", une application pour l'aider à résoudre ses problèmes, où elle rencontre d'autres ""filles"" qui ont aussi des problèmes non compris.";Japon - 2019;Josei;Drame - Psychologique;Amour - Harcèlement;Toshiki Minoru;Toshiki Minoru
#Kojirase Shojo no Hatsu Kareshi;Cette œuvre autobiographique met en scène les différentes épreuves qu'a dû affronter la mangaka avant de conclure à la perte de sa virginité : la mort de son père bien-aimé, la rencontre avec son premier amour, ses premières expériences autant professionnelles qu'amoureuses...;Japon - 2016;Josei;Biographique - Comédie - Romance;Amour - Faits réels - Virginité;Ikuta Hana;Ikuta Hana
※Kiss wa 20-sai ni natte kara;Je viens de déménager à Tokyo pour commencer ma nouvelle vie étincelante à l'université. C'est dans cette nouvelle vie inconnue pour moi que je tombe sans le vouloir sur un agent de grande entreprise nommé Shimazaki qui pourrait bien changer ma vie à tout jamais!;Japon - 2019;Shojo;Comédie - Romance - School Life;;Nonoko;Nonoko
°C Rikei;Une nouvelle année commence au lycée Kurakawa et le club de physique dirigé par Tonoe et ses copines semble avoir perdu de sa popularité... Les filles vont alors tout tenter pour redorer le blason de leur club adoré, aussi original soit-il.;Japon - 2010;Seinen;Comédie - School Life - Slice of Life;Adolescence - Apprentissage - Quotidien;Aoki Juntaro;Wadapen
+99 Reinforced Wooden Stick;"Bienvenue dans ""Chrono Life"", un jeu de réalité virtuelle dans lequel prône la loi de la jungle. Ji Woo se fait ignorer et ridiculiser par les autres joueurs pour son manque d'expérience, ses équipements pourris et son comportement de noob. Mais le jour où il renforce son bâton en bois au niveau maximum +99, Ji Woo réalise qu'il a le pouvoir de séparer des continents et vaincre des milliers de joueurs d'un seul coup. Va-t-il abuser de ses nouveaux pouvoirs pour tout détruire ou découvrir une nouvelle méthode pour s'amuser sur le jeu ?";Corée du Sud - 2022;Manhwa;Action - Drame;;Hongsil;Jipery
+Anima;Un +Anima est un être humain avec des pouvoirs d'animaux. Ainsi donc +Anima raconte l'histoire de Cooro, un +Anima, en l'occurrence celui du Corbeau. Qui décide de partir en quête de découvrir d'autres +Anima, et donc sur son chemin il fera la rencontre de trois +Anima, un du Poisson, un autre de l'Ours et encore un autre, celui de la Chauve-Souris. Il s'en fera bien entendu des amies qui l'accompagneront dans son voyage en quête de découvrir autant de +Anima que possible. Mais il devra aussi affronter une dure réalité qu'il n'avait jamais vu auparavant...;Japon - 2000;Shonen;Aventure - Comédie - Drame - Fantasy - Romance;Magie - Nature;Mukai Natsumi;Mukai Natsumi
+C Sword and Cornett;Un royaume pourtant prospère, sous la gouvernance d'une famille aimée de ses sujets, tout était réuni pour que la vie des trois fils du roi et leur petite sœur soit tranquille. Mais la maladie soudaine du souverain amène l'arrivée prochaine sur le trône du prince Hector, un jeune homme qui ne partage pas les idées conservatrices du conseil des nobles. Éliminé de la course à la succession, il laisse ses deux frères, le timide Orcelito et le fougueux Belca sous l'influence des conseillers. Découvrant la vérité derrière la disparition de leur frère, ils deviennent une menace et se retrouvent séparés. Le premier devient le pantin du gouvernement des nobles quand le prince Belca épouse une nouvelle vie d'aventurier qui va l'amener à découvrir ce monde extérieur qui a tant plu à son grand frère.;Japon - 2008;Josei;Drame - Fantastique;;Yugyoji Tama;Yugyoji Tama
+C Sword and Cornett APPENDix;+C Sword and Cornett APPENDix est un recueil de sept histoires courtes prenant place pendant et après la trame principale du manga +C Sword and Cornett.;Japon - 2014;Josei;Aventure - Fantastique - Slice of Life;Combats - Famille;Yugyoji Tama;Yugyoji Tama
+Tic Nee-san;Nee-san, Okappa et Makimaki sont trois lycéennes, ainsi que les seules membres du club de maquette de leur école, qui sont identifiables à leur petite maquette sur la tête. Nous allons suivre ces jeunes filles hautes en couleurs dans leur vie de lycéennes totalement loufoque, accompagnées de beaucoup d'autres personnages tout aussi incroyables. Au programme : des histoires courtes truffées d'humour absurde !;Japon - 2009;Seinen;Comédie - Histoires courtes - School Life;Club - Ecole;Kurii Cha;Kurii Cha
± Junkie;"Ren Nakano, presque 16 ans, désire suivre la tradition de sa famille, à savoir, se marier à 16 ans et avoir une fille à 17 ans. En effet, sa mère, sa grand-mère et son arrière-grand-mère ont toutes suivi ce mode de vie. Ren croit donc au grand amour et à sa personne destinée.  Un jour, elle surprend Jyuya Murakami rejeter une fille avec, pour argument, le fait qu'elle n'est pas sa personne destinée. Cela fait ""tilt"" dans sa tête et Ren s'amourache immédiatement de ce jeune camarade de classe. Après les cours, elle s'empresse d'en faire part à ses deux amies. Mais sur le chemin, elles croisent par inadvertance un couple en train de s'embrasser. L'homme du couple est Kazushi Murakami. C'est alors que, remarquant qu'il porte le même nom que Jyuya, Sachiko se demande alors s'ils ne seraient pas jumeaux...";Japon - 2004;Shojo;Drame - Romance - School Life;;Asahina Yuuya;Asahina Yuuya
<harmony/>;Dans le futur, Utopia a finalement été réalisée grâce à la nanotechnologie médicale et une puissante éthique de bien-être social et de considération mutuelle. Cependant, ce monde parfait ne l'est uniquement qu'en apparence. C'est pour cela que trois jeunes filles tentent de se rebeller contre le système en commençant une grève de la faim. Cela s'avère être un échec malgré la mort d'une d'entre elles. Quelques années plus tard, l'une des survivantes, Tuan Kirie, est devenue membre de l'Organisation Mondiale de la Santé. Alors qu'une crise menace l'harmonie du nouveau monde, elle retrouve une vieille connaissance et, ensemble, devront aider à sauver la planète... d'elle-même.;Japon - 2015;Seinen;Action - Drame - Mystère - Psychologique - Science-fiction;Dystopie - Enquête - Futur - Médecine - Secrets;Itoh Project;Minato Fumi
√3;"Il y a dix-sept ans, celui que l'on appelle désormais le ""Conjureur de la Calamité"", a rétabli la paix entre le monde des humains et le monde des démons. Aujourd'hui, les hommes vivent en parfaite harmonie avec les créatures surnaturelles, allant du zombie au vampire, en passant par les fusion humains-lézards et autres monstres autrefois redoutés.  Fière représentante de cette tolérance née entre les deux espèces, Banmaden est une école mixte, qui accueille aussi bien les humains que les démons. Parmi les élèves : Hisagi Hatsune le démon-renard, Futatsuiwa Mami le démon-raton-laveur et Kousenji Hoyu, le démon-chien. Trois étudiants et amis qui se passionnent pour l'occulte et ont décidé de s'intéresser aux légendes urbaines qui entourent leur établissement...";Japon - 2011;Seinen;Aventure - Fantastique - Mystère - School Life;;Minagi Tokuichi;Minagi Tokuichi
√W.P.B.;Suzuri, n'ayant rien manger depuis le début de son voyage, est certaine que l'énorme pêche voguant le long de la rivière qu'elle longe, est un cadeau tomber du ciel. Elle décide donc de la manger, mais, de cet étrange fruit, en sort un jeune garçon. Après cette rencontre inattendu, elle se trouvera mêler à affronter un dieu du nom de Kyuui et faire face à de nombreux secrets.;Japon - 2002;Shonen;Action - Aventure - Comédie - Fantasy - Romance;;Nakamura Shungiku;Nakamura Shungiku
0 - Zero;Cette histoire courte en 4 chapitres raconte comment Kamimaro est devenu un dieu.  Le soleil étant sur le point d'exploser, cent humains choisis à travers le monde échappent du système solaire pour trouver un nouvelle planète sur laquelle vivre. Mais une fois arrivés, seuls cinq enfants se réveillent sur une planète inconnue où tous leurs souhaits semblent s'exaucer.;Japon - 2017;Shonen;;;Kaneshiro Muneyuki;Fujimura Akeji
0 -Zero-;0 est un recueil de quatre courtes nouvelles par Nakajima Rei mettant en scène des filles à oreilles de chat.;Japon - 2002;Anthologie;Comédie - Ecchi - Histoires courtes;Animaux - Monster Girl;Nakajima Rei;Nakajima Rei
0 Man;Osamu Tezuka nous emmène faire un tour dans son imagination débordante avec cette fois-ci, l'histoire d'une guerre qui oppose des humains normaux avec une autre espèce d'humains, ceux-ci ont une queue d'animal.;Japon - 1974;Shonen;Action - Science-fiction;Aliens / Extra-terrestres - Animaux - WTF;Tezuka Osamu (mangaka);Tezuka Osamu (mangaka)
0 no Connections;"""Si vous tournez le cadran 0 du téléphone noir, vous serez sauvé.""  ...S'appuyant sur une telle légende urbaine, Ryuka tente de faire toute la lumière sur la mort de sa sœur, mais une mystérieuse organisation dirigée par une beauté envoûtante se présente à elle...";Japon - 2020;Josei;Drame - Mystère;Crime - Organisations secrètes;Kazama Hiroko;Kazama Hiroko
0-ji 5-bu no Cinderella;Il existe quelque part un certain magasin de chaussures où de nombreuses femmes se rendent chaque jour, toujours accueillies par le bel employé qui y travaille. Il s'agit en réalité d'un lieu où les rêves peuvent se réaliser...;Japon - 2013;Josei;Histoires courtes - Romance;;Fujii Mitsuru (mangaka);Fujii Mitsuru (mangaka)
